[ 2019-06-30T11:03:53+08:00 ] /abcTest/index.php/Login/index | ERR: (ThinkException) 模板不存在[./home/Tpl/Login/index.html]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.002264s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002510s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001441s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001605s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.001573s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.001736s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.014753s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014968s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001238s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001419s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001253s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001310s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005815s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001023s ]
[ 2019-06-30T14:32:27+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001175s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001930s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002137s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001341s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001489s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.001777s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.001966s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.015189s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015412s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001224s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001325s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000889s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001556s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005548s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001269s ]
[ 2019-06-30T14:32:59+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001518s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001924s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002194s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001661s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001851s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.003931s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.004262s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.015221s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015435s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001224s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001230s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000828s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001317s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005135s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001101s ]
[ 2019-06-30T14:33:57+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001256s ]
[ 2019-06-30T14:34:07+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:34:07+08:00 ] /abcTest/index.php/Login/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.005272s ]
[ 2019-06-30T14:34:07+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.005545s ]
[ 2019-06-30T14:34:07+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:34:07+08:00 ] /abcTest/index.php/Login/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002308s ]
[ 2019-06-30T14:34:07+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002608s ]
[ 2019-06-30T14:34:07+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.004218s ]
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.004503s ]
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.021302s ]
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021632s ]
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.001350s ]
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.001552s ]
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001041s ]
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002007s ]
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006591s ]
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001683s ]
[ 2019-06-30T14:34:08+08:00 ] /abcTest/index.php/Login/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001951s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001696s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001909s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001955s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002153s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.002390s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.002578s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.015825s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016056s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001208s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001178s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000727s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001352s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004912s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.000965s ]
[ 2019-06-30T14:34:15+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001111s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.002242s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002473s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001436s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001606s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.003219s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.003482s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.019269s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019558s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001170s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001268s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000762s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001415s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005080s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001116s ]
[ 2019-06-30T14:37:26+08:00 ] /abcTest/index.php/Login/index/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001272s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.002908s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003227s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.005320s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005907s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002693s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002976s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.022668s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023208s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.002138s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001734s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001179s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001525s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007234s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001425s ]
[ 2019-06-30T14:38:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001632s ]
[ 2019-06-30T14:38:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:38:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.002169s ]
[ 2019-06-30T14:38:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002434s ]
[ 2019-06-30T14:38:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:38:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001723s ]
[ 2019-06-30T14:38:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001890s ]
[ 2019-06-30T14:38:50+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.006004s ]
[ 2019-06-30T14:38:50+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000698s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.002162s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002380s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001884s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002099s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002190s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002397s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.016044s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016256s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001112s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001284s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000821s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001347s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005039s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001092s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001263s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.003436s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003721s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002448s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002656s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002147s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002365s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.013209s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013405s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001089s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001667s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001120s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002119s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006488s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001297s ]
[ 2019-06-30T14:39:42+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001468s ]
[ 2019-06-30T14:39:49+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:39:49+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001425s ]
[ 2019-06-30T14:39:49+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001611s ]
[ 2019-06-30T14:39:49+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
