[ 2012-05-11T19:15:18+08:00 ] /SiaWeb/admin.php/person | ERR: (ThinkException) 无法加载模块person
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000732s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.003635s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | SQL: SELECT `name`,`major` FROM `think_person`  [ RunTime:0.000198s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --START--
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Run LocationTemplate Behavior [ RunTime:0.000769s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --END-- [ RunTime:0.000863s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 20 行.
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 21 行.
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 20 行.
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 21 行.
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 20 行.
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 21 行.
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ParseTemplate Behavior [ RunTime:0.009360s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --END-- [ RunTime:0.009444s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ContentReplace Behavior [ RunTime:0.000458s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Run TokenBuild Behavior [ RunTime:0.000779s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000359s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowRuntime Behavior [ RunTime:0.000594s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002421s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --START--
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowPageTrace Behavior [ RunTime:0.000542s ]
[ 2012-05-11T19:55:46+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --END-- [ RunTime:0.000630s ]
[ 2012-05-11T19:55:47+08:00 ] /SiaWeb/admin.php/Person/delete/id/ | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:55:47+08:00 ] /SiaWeb/admin.php/Person/delete/id/ | INFO: Run CheckRoute Behavior [ RunTime:0.000813s ]
[ 2012-05-11T19:55:47+08:00 ] /SiaWeb/admin.php/Person/delete/id/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000931s ]
[ 2012-05-11T19:55:47+08:00 ] /SiaWeb/admin.php/Person/delete/id/ | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:55:47+08:00 ] /SiaWeb/admin.php/Person/delete/id/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000537s ]
[ 2012-05-11T19:55:47+08:00 ] /SiaWeb/admin.php/Person/delete/id/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000614s ]
[ 2012-05-11T19:55:49+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:55:49+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Run CheckRoute Behavior [ RunTime:0.000737s ]
[ 2012-05-11T19:55:49+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000851s ]
[ 2012-05-11T19:55:49+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:55:49+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000529s ]
[ 2012-05-11T19:55:49+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000605s ]
[ 2012-05-11T19:55:50+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:55:50+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Run CheckRoute Behavior [ RunTime:0.000764s ]
[ 2012-05-11T19:55:50+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000927s ]
[ 2012-05-11T19:55:50+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:55:50+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000544s ]
[ 2012-05-11T19:55:50+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000624s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Run CheckRoute Behavior [ RunTime:0.000989s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --END-- [ RunTime:0.001110s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001342s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001473s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.004250s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | SQL: SELECT `name`,`major` FROM `think_person`  [ RunTime:0.000201s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --START--
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Run LocationTemplate Behavior [ RunTime:0.000773s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --END-- [ RunTime:0.000863s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 20 行.
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 21 行.
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 20 行.
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 21 行.
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 20 行.
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 21 行.
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ParseTemplate Behavior [ RunTime:0.010786s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010873s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ContentReplace Behavior [ RunTime:0.000519s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Run TokenBuild Behavior [ RunTime:0.000604s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000468s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowRuntime Behavior [ RunTime:0.000840s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002713s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --START--
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowPageTrace Behavior [ RunTime:0.000560s ]
[ 2012-05-11T19:58:00+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --END-- [ RunTime:0.000641s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Run CheckRoute Behavior [ RunTime:0.000858s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --END-- [ RunTime:0.000983s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000605s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000689s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.004847s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | SQL: SELECT `name`,`major` FROM `think_person`  [ RunTime:0.000274s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --START--
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Run LocationTemplate Behavior [ RunTime:0.000570s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --END-- [ RunTime:0.000661s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 20 行.
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 21 行.
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 20 行.
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 21 行.
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 20 行.
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | NOTIC: [8] Undefined index: id e0a30f13b67ca08dcfd2020e5eee6f57.php 第 21 行.
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ParseTemplate Behavior [ RunTime:0.010358s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010445s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ContentReplace Behavior [ RunTime:0.000574s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Run TokenBuild Behavior [ RunTime:0.000650s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000380s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowRuntime Behavior [ RunTime:0.000709s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002548s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --START--
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowPageTrace Behavior [ RunTime:0.000605s ]
[ 2012-05-11T19:58:01+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --END-- [ RunTime:0.000688s ]
[ 2012-05-11T19:58:02+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:58:02+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Run CheckRoute Behavior [ RunTime:0.000960s ]
[ 2012-05-11T19:58:02+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001073s ]
[ 2012-05-11T19:58:02+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:58:02+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000569s ]
[ 2012-05-11T19:58:02+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000651s ]
[ 2012-05-11T19:58:07+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:58:07+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Run CheckRoute Behavior [ RunTime:0.000774s ]
[ 2012-05-11T19:58:07+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000891s ]
[ 2012-05-11T19:58:07+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:58:07+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000599s ]
[ 2012-05-11T19:58:07+08:00 ] /SiaWeb/admin.php/Person/edit/id/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000684s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Run CheckRoute Behavior [ RunTime:0.000967s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --END-- [ RunTime:0.001085s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000643s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000720s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.004135s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | SQL: SELECT `id`,`name`,`major` FROM `think_person`  [ RunTime:0.000261s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --START--
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Run LocationTemplate Behavior [ RunTime:0.000787s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --END-- [ RunTime:0.000879s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ParseTemplate Behavior [ RunTime:0.009645s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --END-- [ RunTime:0.009749s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ContentReplace Behavior [ RunTime:0.000472s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Run TokenBuild Behavior [ RunTime:0.000548s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000317s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowRuntime Behavior [ RunTime:0.000607s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002219s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --START--
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowPageTrace Behavior [ RunTime:0.000520s ]
[ 2012-05-11T19:58:54+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --END-- [ RunTime:0.000596s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Run CheckRoute Behavior [ RunTime:0.001262s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --END-- [ RunTime:0.001414s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000817s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000925s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.003465s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | SQL: SELECT `id`,`name`,`major` FROM `think_person`  [ RunTime:0.000287s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --START--
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Run LocationTemplate Behavior [ RunTime:0.000528s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --END-- [ RunTime:0.000615s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ParseTemplate Behavior [ RunTime:0.013628s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013754s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ContentReplace Behavior [ RunTime:0.000604s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Run TokenBuild Behavior [ RunTime:0.000584s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000266s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowRuntime Behavior [ RunTime:0.000550s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002364s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --START--
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowPageTrace Behavior [ RunTime:0.000445s ]
[ 2012-05-11T19:58:55+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --END-- [ RunTime:0.000524s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.000902s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002183s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000633s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000725s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.003908s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | SQL: DELETE FROM `think_person` WHERE ( `id` = '3' ) [ RunTime:0.065744s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ view_template ] --START--
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.000931s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001081s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.008660s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008785s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.000369s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.000398s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000241s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.000487s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001720s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ view_end ] --START--
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000423s ]
[ 2012-05-11T19:58:57+08:00 ] /SiaWeb/admin.php/Person/delete/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000504s ]
[ 2012-05-11T19:58:58+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --START--
[ 2012-05-11T19:58:58+08:00 ] /SiaWeb/admin.php/Person | INFO: Run CheckRoute Behavior [ RunTime:0.001156s ]
[ 2012-05-11T19:58:58+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --END-- [ RunTime:0.001331s ]
[ 2012-05-11T19:58:58+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T19:58:58+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000819s ]
[ 2012-05-11T19:58:58+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000945s ]
[ 2012-05-11T19:58:58+08:00 ] /SiaWeb/admin.php/Person | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.003623s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | SQL: SELECT `id`,`name`,`major` FROM `think_person`  [ RunTime:0.000213s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --START--
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Run LocationTemplate Behavior [ RunTime:0.000518s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --END-- [ RunTime:0.000607s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ParseTemplate Behavior [ RunTime:0.027488s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027597s ]
